399000, 400, 8.430000000000073e-07, 0.000000825, 0.000000809
798000, 400, 4.358000000000029e-07, 0.000088119, 0.000175243
1197000, 400, 4.508000000000026e-07, 0.000172169, 0.000342305
1596000, 400, 4.190000000000023e-07, 0.000158278, 0.000495264
1995000, 400, 4.812000000000041e-07, 0.000323428, 0.000658597
2394000, 400, 4.030000000000024e-07, 0.000145309, 0.000790579
2793000, 400, 4.612000000000023e-07, 0.000323701, 0.001009041
3192000, 400, 4.4320000000000254e-07, 0.000478736, 0.001146772
3591000, 400, 5.224000000000027e-07, 0.000653012, 0.001331244
3990000, 400, 4.396000000000034e-07, 0.000131159, 0.001461710
4389000, 400, 3.9660000000000137e-07, 0.000283155, 0.001545806
4788000, 400, 5.898000000000041e-07, 0.000515504, 0.002011353
5187000, 400, 4.402000000000022e-07, 0.000631961, 0.001984599
5586000, 400, 4.65200000000001e-07, 0.000828812, 0.002232529
5985000, 400, 3.696000000000016e-07, 0.000860287, 0.002076192
6384000, 400, 5.948000000000049e-07, 0.001151726, 0.002535115
6783000, 400, 4.360000000000027e-07, 0.001253107, 0.002570728
7182000, 400, 4.260000000000024e-07, 0.000093300, 0.002671239
7581000, 400, 4.4380000000000264e-07, 0.000256009, 0.002855358
7980000, 400, 5.046000000000028e-07, 0.000432917, 0.003183176
8379000, 400, 5.062000000000021e-07, 0.000578254, 0.003201473
8778000, 400, 4.5920000000000337e-07, 0.000738932, 0.003364902
9177000, 400, 4.5780000000000215e-07, 0.000896499, 0.003509792
9576000, 400, 4.400000000000017e-07, 0.001035661, 0.003616214
9975000, 400, 5.986000000000038e-07, 0.001327325, 0.004186633
10374000, 400, 5.460000000000043e-07, 0.001462693, 0.004259351
10773000, 400, 4.788000000000034e-07, 0.001532341, 0.004131512
11172000, 400, 4.546000000000032e-07, 0.001687786, 0.004282689
11571000, 400, 4.790000000000026e-07, 0.001851661, 0.004461070
11970000, 400, 5.27800000000003e-07, 0.002089522, 0.004813350
12369000, 400, 5.54000000000002e-07, 0.002340208, 0.005138512
12768000, 400, 5.178000000000035e-07, 0.002452604, 0.005180134
13167000, 400, 4.736000000000036e-07, 0.002462264, 0.005039712
13566000, 400, 4.7620000000000354e-07, 0.000026732, 0.005095489
13965000, 400, 5.134000000000028e-07, 0.000191365, 0.005527050
14364000, 400, 4.544000000000034e-07, 0.000341914, 0.005501049
14763000, 400, 3.97400000000002e-07, 0.000477043, 0.005432935
15162000, 400, 4.510000000000033e-07, 0.000653594, 0.005801683
15561000, 400, 5.610000000000032e-07, 0.000903009, 0.006520796
15960000, 400, 5.528000000000042e-07, 0.000985723, 0.006228822
16359000, 400, 4.3660000000000316e-07, 0.001115600, 0.006235384
16758000, 400, 4.650000000000025e-07, 0.001313239, 0.006571289
17157000, 400, 4.904000000000019e-07, 0.001489543, 0.006813843
17556000, 400, 5.744000000000034e-07, 0.001714163, 0.007255584
17955000, 400, 6.066000000000046e-07, 0.001921183, 0.007582792
18354000, 400, 5.148000000000024e-07, 0.002005242, 0.007317980
18753000, 400, 5.070000000000033e-07, 0.002102901, 0.007369277
19152000, 400, 5.354000000000024e-07, 0.002338169, 0.007728499
19551000, 400, 5.872000000000047e-07, 0.002523113, 0.007977885
19950000, 400, 5.58000000000004e-07, 0.002650355, 0.008017721
20349000, 400, 5.526000000000024e-07, 0.002795279, 0.008143779
20748000, 400, 6.030000000000028e-07, 0.003017988, 0.008455181
21147000, 400, 5.134000000000034e-07, 0.003095824, 0.008420583
21546000, 400, 5.580000000000049e-07, 0.003232423, 0.008441753
21945000, 400, 5.620000000000032e-07, 0.003512663, 0.008925585
22344000, 400, 5.558000000000035e-07, 0.003603867, 0.008942186
22743000, 400, 6.326000000000041e-07, 0.003923966, 0.009488431
23142000, 400, 5.848000000000043e-07, 0.003882231, 0.009122075
23541000, 400, 5.978000000000028e-07, 0.004010746, 0.009264308
23940000, 400, 6.356000000000037e-07, 0.004167796, 0.009434249
24339000, 400, 6.462000000000034e-07, 0.004457437, 0.009901789
24738000, 400, 6.846000000000042e-07, 0.004532214, 0.009876505
25137000, 400, 6.344000000000041e-07, 0.004738144, 0.010014281
25536000, 400, 5.65800000000004e-07, 0.004699530, 0.009795428
25935000, 400, 5.43800000000004e-07, 0.004856715, 0.010000457
26334000, 400, 5.936000000000034e-07, 0.005127003, 0.010368307
26733000, 400, 5.196000000000026e-07, 0.000050768, 0.010242895
27132000, 400, 4.788000000000037e-07, 0.000205889, 0.010355307
27531000, 400, 5.166000000000039e-07, 0.000365332, 0.010710322
27930000, 400, 5.756000000000045e-07, 0.000529851, 0.010944374
28329000, 400, 5.180000000000021e-07, 0.000673710, 0.010931687
28728000, 400, 6.052000000000024e-07, 0.000864738, 0.011526188
29127000, 400, 5.498000000000034e-07, 0.000989294, 0.011359465
29526000, 400, 6.142000000000044e-07, 0.001198056, 0.011952049
29925000, 400, 5.942000000000044e-07, 0.001371503, 0.012197559
30324000, 400, 5.770000000000045e-07, 0.001512472, 0.012068573
30723000, 400, 6.672000000000039e-07, 0.001745799, 0.012843598
31122000, 400, 5.570000000000026e-07, 0.001809637, 0.012276549
